date,geography,geography_code,Rural_Urban,total_pop,value,religion,religion_det,percs
2011,South East,E12000008,Total,8634750,204,Other religion,Other religion: Shintoism,0
2011,South West,E12000009,Total,5288935,91,Other religion,Other religion: Shintoism,0
2011,North East,E12000001,Total,2596886,317,Other religion,Other religion: Spiritual,0
2011,North West,E12000002,Total,7052177,1081,Other religion,Other religion: Spiritual,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,802,Other religion,Other religion: Spiritual,0
2011,East Midlands,E12000004,Total,4533222,883,Other religion,Other religion: Spiritual,0
2011,West Midlands,E12000005,Total,5601847,908,Other religion,Other religion: Spiritual,0
2011,East,E12000006,Total,5846965,1412,Other religion,Other religion: Spiritual,0
2011,London,E12000007,Total,8173941,2813,Other religion,Other religion: Spiritual,0
2011,South East,E12000008,Total,8634750,2715,Other religion,Other religion: Spiritual,0
2011,South West,E12000009,Total,5288935,2060,Other religion,Other religion: Spiritual,0
2011,North East,E12000001,Total,2596886,1919,Other religion,Other religion: Spiritualist,0.1
2011,North West,E12000002,Total,7052177,3742,Other religion,Other religion: Spiritualist,0.1
2011,Yorkshire and The Humber,E12000003,Total,5283733,3326,Other religion,Other religion: Spiritualist,0.1
2011,East Midlands,E12000004,Total,4533222,3313,Other religion,Other religion: Spiritualist,0.1
2011,West Midlands,E12000005,Total,5601847,3798,Other religion,Other religion: Spiritualist,0.1
2011,East,E12000006,Total,5846965,4987,Other religion,Other religion: Spiritualist,0.1
2011,London,E12000007,Total,8173941,3242,Other religion,Other religion: Spiritualist,0
2011,South East,E12000008,Total,8634750,7006,Other religion,Other religion: Spiritualist,0.1
2011,South West,E12000009,Total,5288935,5037,Other religion,Other religion: Spiritualist,0.1
2011,North East,E12000001,Total,2596886,135,Other religion,Other religion: Taoist,0
2011,North West,E12000002,Total,7052177,380,Other religion,Other religion: Taoist,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,295,Other religion,Other religion: Taoist,0
2011,East Midlands,E12000004,Total,4533222,294,Other religion,Other religion: Taoist,0
2011,West Midlands,E12000005,Total,5601847,321,Other religion,Other religion: Taoist,0
2011,East,E12000006,Total,5846965,420,Other religion,Other religion: Taoist,0
2011,London,E12000007,Total,8173941,783,Other religion,Other religion: Taoist,0
2011,South East,E12000008,Total,8634750,727,Other religion,Other religion: Taoist,0
2011,South West,E12000009,Total,5288935,561,Other religion,Other religion: Taoist,0
2011,North East,E12000001,Total,2596886,27,Other religion,Other religion: Theism,0
2011,North West,E12000002,Total,7052177,83,Other religion,Other religion: Theism,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,54,Other religion,Other religion: Theism,0
2011,East Midlands,E12000004,Total,4533222,45,Other religion,Other religion: Theism,0
2011,West Midlands,E12000005,Total,5601847,71,Other religion,Other religion: Theism,0
2011,East,E12000006,Total,5846965,81,Other religion,Other religion: Theism,0
2011,London,E12000007,Total,8173941,187,Other religion,Other religion: Theism,0
2011,South East,E12000008,Total,8634750,153,Other religion,Other religion: Theism,0
2011,South West,E12000009,Total,5288935,90,Other religion,Other religion: Theism,0
2011,North East,E12000001,Total,2596886,4,Other religion,Other religion: Thelemite,0
2011,North West,E12000002,Total,7052177,26,Other religion,Other religion: Thelemite,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,14,Other religion,Other religion: Thelemite,0
2011,East Midlands,E12000004,Total,4533222,13,Other religion,Other religion: Thelemite,0
2011,West Midlands,E12000005,Total,5601847,11,Other religion,Other religion: Thelemite,0
2011,East,E12000006,Total,5846965,14,Other religion,Other religion: Thelemite,0
2011,London,E12000007,Total,8173941,36,Other religion,Other religion: Thelemite,0
2011,South East,E12000008,Total,8634750,36,Other religion,Other religion: Thelemite,0
2011,South West,E12000009,Total,5288935,22,Other religion,Other religion: Thelemite,0
2011,North East,E12000001,Total,2596886,8,Other religion,Other religion: Traditional African Religion,0
2011,North West,E12000002,Total,7052177,39,Other religion,Other religion: Traditional African Religion,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,54,Other religion,Other religion: Traditional African Religion,0
2011,East Midlands,E12000004,Total,4533222,22,Other religion,Other religion: Traditional African Religion,0
2011,West Midlands,E12000005,Total,5601847,56,Other religion,Other religion: Traditional African Religion,0
2011,East,E12000006,Total,5846965,38,Other religion,Other religion: Traditional African Religion,0
2011,London,E12000007,Total,8173941,252,Other religion,Other religion: Traditional African Religion,0
2011,South East,E12000008,Total,8634750,77,Other religion,Other religion: Traditional African Religion,0
2011,South West,E12000009,Total,5288935,38,Other religion,Other religion: Traditional African Religion,0
2011,North East,E12000001,Total,2596886,7,Other religion,Other religion: Unification Church,0
2011,North West,E12000002,Total,7052177,19,Other religion,Other religion: Unification Church,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,13,Other religion,Other religion: Unification Church,0
2011,East Midlands,E12000004,Total,4533222,5,Other religion,Other religion: Unification Church,0
2011,West Midlands,E12000005,Total,5601847,33,Other religion,Other religion: Unification Church,0
2011,East,E12000006,Total,5846965,24,Other religion,Other religion: Unification Church,0
2011,London,E12000007,Total,8173941,243,Other religion,Other religion: Unification Church,0
2011,South East,E12000008,Total,8634750,55,Other religion,Other religion: Unification Church,0
2011,South West,E12000009,Total,5288935,36,Other religion,Other religion: Unification Church,0
2011,North East,E12000001,Total,2596886,19,Other religion,Other religion: Universalist,0
2011,North West,E12000002,Total,7052177,93,Other religion,Other religion: Universalist,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,57,Other religion,Other religion: Universalist,0
2011,East Midlands,E12000004,Total,4533222,50,Other religion,Other religion: Universalist,0
2011,West Midlands,E12000005,Total,5601847,70,Other religion,Other religion: Universalist,0
2011,East,E12000006,Total,5846965,77,Other religion,Other religion: Universalist,0
2011,London,E12000007,Total,8173941,161,Other religion,Other religion: Universalist,0
2011,South East,E12000008,Total,8634750,188,Other religion,Other religion: Universalist,0
2011,South West,E12000009,Total,5288935,147,Other religion,Other religion: Universalist,0
2011,North East,E12000001,Total,2596886,9,Other religion,Other religion: Vodun,0
2011,North West,E12000002,Total,7052177,28,Other religion,Other religion: Vodun,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,16,Other religion,Other religion: Vodun,0
2011,East Midlands,E12000004,Total,4533222,6,Other religion,Other religion: Vodun,0
2011,West Midlands,E12000005,Total,5601847,13,Other religion,Other religion: Vodun,0
2011,East,E12000006,Total,5846965,12,Other religion,Other religion: Vodun,0
2011,London,E12000007,Total,8173941,52,Other religion,Other religion: Vodun,0
2011,South East,E12000008,Total,8634750,43,Other religion,Other religion: Vodun,0
2011,South West,E12000009,Total,5288935,19,Other religion,Other religion: Vodun,0
2011,North East,E12000001,Total,2596886,456,Other religion,Other religion: Wicca,0
2011,North West,E12000002,Total,7052177,1291,Other religion,Other religion: Wicca,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,1116,Other religion,Other religion: Wicca,0
2011,East Midlands,E12000004,Total,4533222,1087,Other religion,Other religion: Wicca,0
2011,West Midlands,E12000005,Total,5601847,1144,Other religion,Other religion: Wicca,0
2011,East,E12000006,Total,5846965,1322,Other religion,Other religion: Wicca,0
2011,London,E12000007,Total,8173941,1023,Other religion,Other religion: Wicca,0
2011,South East,E12000008,Total,8634750,2155,Other religion,Other religion: Wicca,0
2011,South West,E12000009,Total,5288935,1432,Other religion,Other religion: Wicca,0
2011,North East,E12000001,Total,2596886,36,Other religion,Other religion: Witchcraft,0
2011,North West,E12000002,Total,7052177,120,Other religion,Other religion: Witchcraft,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,138,Other religion,Other religion: Witchcraft,0
2011,East Midlands,E12000004,Total,4533222,111,Other religion,Other religion: Witchcraft,0
2011,West Midlands,E12000005,Total,5601847,95,Other religion,Other religion: Witchcraft,0
2011,East,E12000006,Total,5846965,155,Other religion,Other religion: Witchcraft,0
2011,London,E12000007,Total,8173941,120,Other religion,Other religion: Witchcraft,0
2011,South East,E12000008,Total,8634750,244,Other religion,Other religion: Witchcraft,0
2011,South West,E12000009,Total,5288935,174,Other religion,Other religion: Witchcraft,0
2011,North East,E12000001,Total,2596886,83,Other religion,Other religion: Zoroastrian,0
2011,North West,E12000002,Total,7052177,210,Other religion,Other religion: Zoroastrian,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,139,Other religion,Other religion: Zoroastrian,0
2011,East Midlands,E12000004,Total,4533222,96,Other religion,Other religion: Zoroastrian,0
2011,West Midlands,E12000005,Total,5601847,189,Other religion,Other religion: Zoroastrian,0
2011,East,E12000006,Total,5846965,362,Other religion,Other religion: Zoroastrian,0
2011,London,E12000007,Total,8173941,2235,Other religion,Other religion: Zoroastrian,0
2011,South East,E12000008,Total,8634750,602,Other religion,Other religion: Zoroastrian,0
2011,South West,E12000009,Total,5288935,139,Other religion,Other religion: Zoroastrian,0
2011,North East,E12000001,Total,2596886,157865,Religion not stated,Religion not stated,6.1
2011,North West,E12000002,Total,7052177,437549,Religion not stated,Religion not stated,6.2
2011,Yorkshire and The Humber,E12000003,Total,5283733,360627,Religion not stated,Religion not stated,6.8
2011,East Midlands,E12000004,Total,4533222,309443,Religion not stated,Religion not stated,6.8
2011,West Midlands,E12000005,Total,5601847,368483,Religion not stated,Religion not stated,6.6
2011,East,E12000006,Total,5846965,424682,Religion not stated,Religion not stated,7.3
2011,London,E12000007,Total,8173941,692739,Religion not stated,Religion not stated,8.5
2011,South East,E12000008,Total,8634750,635866,Religion not stated,Religion not stated,7.4
2011,South West,E12000009,Total,5288935,416850,Religion not stated,Religion not stated,7.9
2011,North East,E12000001,Total,2596886,5964,Sikh,Sikh,0.2
2011,North West,E12000002,Total,7052177,8857,Sikh,Sikh,0.1
2011,Yorkshire and The Humber,E12000003,Total,5283733,22179,Sikh,Sikh,0.4
2011,East Midlands,E12000004,Total,4533222,44335,Sikh,Sikh,1
2011,West Midlands,E12000005,Total,5601847,133681,Sikh,Sikh,2.4
2011,East,E12000006,Total,5846965,18213,Sikh,Sikh,0.3
2011,London,E12000007,Total,8173941,126134,Sikh,Sikh,1.5
2011,South East,E12000008,Total,8634750,54941,Sikh,Sikh,0.6
2011,South West,E12000009,Total,5288935,5892,Sikh,Sikh,0.1
