date,geography,geography_code,Rural_Urban,total_pop,value,religion,religion_det,percs
2011,London,E12000007,Total,8676038,381,Other religion,Other religion: Shintoism,0
2011,South East,E12000008,Total,8902274,238,Other religion,Other religion: Shintoism,0
2011,South West,E12000009,Total,5566338,114,Other religion,Other religion: Shintoism,0
2011,North East,E12000001,Total,2667497,332,Other religion,Other religion: Spiritual,0
2011,North West,E12000002,Total,7431508,1316,Other religion,Other religion: Spiritual,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,864,Other religion,Other religion: Spiritual,0
2011,East Midlands,E12000004,Total,5083984,1015,Other religion,Other religion: Spiritual,0
2011,West Midlands,E12000005,Total,6467768,1019,Other religion,Other religion: Spiritual,0
2011,East,E12000006,Total,6362618,1613,Other religion,Other religion: Spiritual,0
2011,London,E12000007,Total,8676038,3092,Other religion,Other religion: Spiritual,0
2011,South East,E12000008,Total,8902274,2881,Other religion,Other religion: Spiritual,0
2011,South West,E12000009,Total,5566338,2328,Other religion,Other religion: Spiritual,0
2011,North East,E12000001,Total,2667497,1729,Other religion,Other religion: Spiritualist,0.1
2011,North West,E12000002,Total,7431508,4414,Other religion,Other religion: Spiritualist,0.1
2011,Yorkshire and The Humber,E12000003,Total,4767346,4180,Other religion,Other religion: Spiritualist,0.1
2011,East Midlands,E12000004,Total,5083984,3240,Other religion,Other religion: Spiritualist,0.1
2011,West Midlands,E12000005,Total,6467768,4198,Other religion,Other religion: Spiritualist,0.1
2011,East,E12000006,Total,6362618,4553,Other religion,Other religion: Spiritualist,0.1
2011,London,E12000007,Total,8676038,3133,Other religion,Other religion: Spiritualist,0
2011,South East,E12000008,Total,8902274,6875,Other religion,Other religion: Spiritualist,0.1
2011,South West,E12000009,Total,5566338,5043,Other religion,Other religion: Spiritualist,0.1
2011,North East,E12000001,Total,2667497,144,Other religion,Other religion: Taoist,0
2011,North West,E12000002,Total,7431508,436,Other religion,Other religion: Taoist,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,300,Other religion,Other religion: Taoist,0
2011,East Midlands,E12000004,Total,5083984,335,Other religion,Other religion: Taoist,0
2011,West Midlands,E12000005,Total,6467768,331,Other religion,Other religion: Taoist,0
2011,East,E12000006,Total,6362618,421,Other religion,Other religion: Taoist,0
2011,London,E12000007,Total,8676038,824,Other religion,Other religion: Taoist,0
2011,South East,E12000008,Total,8902274,741,Other religion,Other religion: Taoist,0
2011,South West,E12000009,Total,5566338,549,Other religion,Other religion: Taoist,0
2011,North East,E12000001,Total,2667497,27,Other religion,Other religion: Theism,0
2011,North West,E12000002,Total,7431508,81,Other religion,Other religion: Theism,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,51,Other religion,Other religion: Theism,0
2011,East Midlands,E12000004,Total,5083984,48,Other religion,Other religion: Theism,0
2011,West Midlands,E12000005,Total,6467768,86,Other religion,Other religion: Theism,0
2011,East,E12000006,Total,6362618,79,Other religion,Other religion: Theism,0
2011,London,E12000007,Total,8676038,197,Other religion,Other religion: Theism,0
2011,South East,E12000008,Total,8902274,189,Other religion,Other religion: Theism,0
2011,South West,E12000009,Total,5566338,94,Other religion,Other religion: Theism,0
2011,North East,E12000001,Total,2667497,5,Other religion,Other religion: Thelemite,0
2011,North West,E12000002,Total,7431508,30,Other religion,Other religion: Thelemite,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,12,Other religion,Other religion: Thelemite,0
2011,East Midlands,E12000004,Total,5083984,13,Other religion,Other religion: Thelemite,0
2011,West Midlands,E12000005,Total,6467768,11,Other religion,Other religion: Thelemite,0
2011,East,E12000006,Total,6362618,16,Other religion,Other religion: Thelemite,0
2011,London,E12000007,Total,8676038,43,Other religion,Other religion: Thelemite,0
2011,South East,E12000008,Total,8902274,42,Other religion,Other religion: Thelemite,0
2011,South West,E12000009,Total,5566338,24,Other religion,Other religion: Thelemite,0
2011,North East,E12000001,Total,2667497,7,Other religion,Other religion: Traditional African Religion,0
2011,North West,E12000002,Total,7431508,44,Other religion,Other religion: Traditional African Religion,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,52,Other religion,Other religion: Traditional African Religion,0
2011,East Midlands,E12000004,Total,5083984,21,Other religion,Other religion: Traditional African Religion,0
2011,West Midlands,E12000005,Total,6467768,56,Other religion,Other religion: Traditional African Religion,0
2011,East,E12000006,Total,6362618,38,Other religion,Other religion: Traditional African Religion,0
2011,London,E12000007,Total,8676038,300,Other religion,Other religion: Traditional African Religion,0
2011,South East,E12000008,Total,8902274,78,Other religion,Other religion: Traditional African Religion,0
2011,South West,E12000009,Total,5566338,48,Other religion,Other religion: Traditional African Religion,0
2011,North East,E12000001,Total,2667497,8,Other religion,Other religion: Unification Church,0
2011,North West,E12000002,Total,7431508,20,Other religion,Other religion: Unification Church,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,13,Other religion,Other religion: Unification Church,0
2011,East Midlands,E12000004,Total,5083984,5,Other religion,Other religion: Unification Church,0
2011,West Midlands,E12000005,Total,6467768,35,Other religion,Other religion: Unification Church,0
2011,East,E12000006,Total,6362618,33,Other religion,Other religion: Unification Church,0
2011,London,E12000007,Total,8676038,231,Other religion,Other religion: Unification Church,0
2011,South East,E12000008,Total,8902274,65,Other religion,Other religion: Unification Church,0
2011,South West,E12000009,Total,5566338,37,Other religion,Other religion: Unification Church,0
2011,North East,E12000001,Total,2667497,25,Other religion,Other religion: Universalist,0
2011,North West,E12000002,Total,7431508,103,Other religion,Other religion: Universalist,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,61,Other religion,Other religion: Universalist,0
2011,East Midlands,E12000004,Total,5083984,55,Other religion,Other religion: Universalist,0
2011,West Midlands,E12000005,Total,6467768,83,Other religion,Other religion: Universalist,0
2011,East,E12000006,Total,6362618,81,Other religion,Other religion: Universalist,0
2011,London,E12000007,Total,8676038,190,Other religion,Other religion: Universalist,0
2011,South East,E12000008,Total,8902274,234,Other religion,Other religion: Universalist,0
2011,South West,E12000009,Total,5566338,160,Other religion,Other religion: Universalist,0
2011,North East,E12000001,Total,2667497,10,Other religion,Other religion: Vodun,0
2011,North West,E12000002,Total,7431508,28,Other religion,Other religion: Vodun,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,14,Other religion,Other religion: Vodun,0
2011,East Midlands,E12000004,Total,5083984,7,Other religion,Other religion: Vodun,0
2011,West Midlands,E12000005,Total,6467768,13,Other religion,Other religion: Vodun,0
2011,East,E12000006,Total,6362618,14,Other religion,Other religion: Vodun,0
2011,London,E12000007,Total,8676038,60,Other religion,Other religion: Vodun,0
2011,South East,E12000008,Total,8902274,43,Other religion,Other religion: Vodun,0
2011,South West,E12000009,Total,5566338,18,Other religion,Other religion: Vodun,0
2011,North East,E12000001,Total,2667497,511,Other religion,Other religion: Wicca,0
2011,North West,E12000002,Total,7431508,1287,Other religion,Other religion: Wicca,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,1197,Other religion,Other religion: Wicca,0
2011,East Midlands,E12000004,Total,5083984,1160,Other religion,Other religion: Wicca,0
2011,West Midlands,E12000005,Total,6467768,1130,Other religion,Other religion: Wicca,0
2011,East,E12000006,Total,6362618,1308,Other religion,Other religion: Wicca,0
2011,London,E12000007,Total,8676038,1180,Other religion,Other religion: Wicca,0
2011,South East,E12000008,Total,8902274,2584,Other religion,Other religion: Wicca,0
2011,South West,E12000009,Total,5566338,1345,Other religion,Other religion: Wicca,0
2011,North East,E12000001,Total,2667497,36,Other religion,Other religion: Witchcraft,0
2011,North West,E12000002,Total,7431508,125,Other religion,Other religion: Witchcraft,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,155,Other religion,Other religion: Witchcraft,0
2011,East Midlands,E12000004,Total,5083984,141,Other religion,Other religion: Witchcraft,0
2011,West Midlands,E12000005,Total,6467768,96,Other religion,Other religion: Witchcraft,0
2011,East,E12000006,Total,6362618,169,Other religion,Other religion: Witchcraft,0
2011,London,E12000007,Total,8676038,118,Other religion,Other religion: Witchcraft,0
2011,South East,E12000008,Total,8902274,293,Other religion,Other religion: Witchcraft,0
2011,South West,E12000009,Total,5566338,187,Other religion,Other religion: Witchcraft,0
2011,North East,E12000001,Total,2667497,94,Other religion,Other religion: Zoroastrian,0
2011,North West,E12000002,Total,7431508,213,Other religion,Other religion: Zoroastrian,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,178,Other religion,Other religion: Zoroastrian,0
2011,East Midlands,E12000004,Total,5083984,111,Other religion,Other religion: Zoroastrian,0
2011,West Midlands,E12000005,Total,6467768,207,Other religion,Other religion: Zoroastrian,0
2011,East,E12000006,Total,6362618,441,Other religion,Other religion: Zoroastrian,0
2011,London,E12000007,Total,8676038,2573,Other religion,Other religion: Zoroastrian,0
2011,South East,E12000008,Total,8902274,608,Other religion,Other religion: Zoroastrian,0
2011,South West,E12000009,Total,5566338,145,Other religion,Other religion: Zoroastrian,0
2011,North East,E12000001,Total,2667497,147360,Religion not stated,Religion not stated,5.5
2011,North West,E12000002,Total,7431508,478980,Religion not stated,Religion not stated,6.4
2011,Yorkshire and The Humber,E12000003,Total,4767346,375112,Religion not stated,Religion not stated,7.9
2011,East Midlands,E12000004,Total,5083984,350288,Religion not stated,Religion not stated,6.9
2011,West Midlands,E12000005,Total,6467768,388946,Religion not stated,Religion not stated,6
2011,East,E12000006,Total,6362618,461618,Religion not stated,Religion not stated,7.3
2011,London,E12000007,Total,8676038,794006,Religion not stated,Religion not stated,9.2
2011,South East,E12000008,Total,8902274,678661,Religion not stated,Religion not stated,7.6
2011,South West,E12000009,Total,5566338,442875,Religion not stated,Religion not stated,8
2011,North East,E12000001,Total,2667497,5286,Sikh,Sikh,0.2
2011,North West,E12000002,Total,7431508,8710,Sikh,Sikh,0.1
2011,Yorkshire and The Humber,E12000003,Total,4767346,23779,Sikh,Sikh,0.5
2011,East Midlands,E12000004,Total,5083984,53054,Sikh,Sikh,1
2011,West Midlands,E12000005,Total,6467768,134256,Sikh,Sikh,2.1
2011,East,E12000006,Total,6362618,20860,Sikh,Sikh,0.3
2011,London,E12000007,Total,8676038,140232,Sikh,Sikh,1.6
2011,South East,E12000008,Total,8902274,47135,Sikh,Sikh,0.5
2011,South West,E12000009,Total,5566338,6370,Sikh,Sikh,0.1
