date,geography,geography_code,Rural_Urban,total_pop,value,passports_region,passports,percs
2011,Yorkshire and The Humber,E12000003,Total,5283733,2134,Middle East and Asia,Bangladesh,0.04
2011,East Midlands,E12000004,Total,4533222,1551,Middle East and Asia,Bangladesh,0.03
2011,West Midlands,E12000005,Total,5601847,4988,Middle East and Asia,Bangladesh,0.09
2011,East,E12000006,Total,5846965,4208,Middle East and Asia,Bangladesh,0.07
2011,London,E12000007,Total,8173941,31566,Middle East and Asia,Bangladesh,0.39
2011,South East,E12000008,Total,8634750,4077,Middle East and Asia,Bangladesh,0.05
2011,South West,E12000009,Total,5288935,1492,Middle East and Asia,Bangladesh,0.03
2011,North East,E12000001,Total,2596886,5968,Middle East and Asia,India,0.23
2011,North West,E12000002,Total,7052177,18800,Middle East and Asia,India,0.27
2011,Yorkshire and The Humber,E12000003,Total,5283733,15333,Middle East and Asia,India,0.29
2011,East Midlands,E12000004,Total,4533222,25104,Middle East and Asia,India,0.55
2011,West Midlands,E12000005,Total,5601847,42193,Middle East and Asia,India,0.75
2011,East,E12000006,Total,5846965,22807,Middle East and Asia,India,0.39
2011,London,E12000007,Total,8173941,123011,Middle East and Asia,India,1.5
2011,South East,E12000008,Total,8634750,41123,Middle East and Asia,India,0.48
2011,South West,E12000009,Total,5288935,12894,Middle East and Asia,India,0.24
2011,North East,E12000001,Total,2596886,298,Middle East and Asia,Other Southern Asia,0.01
2011,North West,E12000002,Total,7052177,587,Middle East and Asia,Other Southern Asia,0.01
2011,Yorkshire and The Humber,E12000003,Total,5283733,1800,Middle East and Asia,Other Southern Asia,0.03
2011,East Midlands,E12000004,Total,4533222,756,Middle East and Asia,Other Southern Asia,0.02
2011,West Midlands,E12000005,Total,5601847,1962,Middle East and Asia,Other Southern Asia,0.04
2011,East,E12000006,Total,5846965,1769,Middle East and Asia,Other Southern Asia,0.03
2011,London,E12000007,Total,8173941,18239,Middle East and Asia,Other Southern Asia,0.22
2011,South East,E12000008,Total,8634750,17861,Middle East and Asia,Other Southern Asia,0.21
2011,South West,E12000009,Total,5288935,2649,Middle East and Asia,Other Southern Asia,0.05
2011,North East,E12000001,Total,2596886,2819,Middle East and Asia,Pakistan,0.11
2011,North West,E12000002,Total,7052177,24507,Middle East and Asia,Pakistan,0.35
2011,Yorkshire and The Humber,E12000003,Total,5283733,21948,Middle East and Asia,Pakistan,0.42
2011,East Midlands,E12000004,Total,4533222,6391,Middle East and Asia,Pakistan,0.14
2011,West Midlands,E12000005,Total,5601847,21539,Middle East and Asia,Pakistan,0.38
2011,East,E12000006,Total,5846965,9362,Middle East and Asia,Pakistan,0.16
2011,London,E12000007,Total,8173941,44529,Middle East and Asia,Pakistan,0.54
2011,South East,E12000008,Total,8634750,14257,Middle East and Asia,Pakistan,0.17
2011,South West,E12000009,Total,5288935,2302,Middle East and Asia,Pakistan,0.04
2011,North East,E12000001,Total,2596886,621,Middle East and Asia,Sri Lanka,0.02
2011,North West,E12000002,Total,7052177,1371,Middle East and Asia,Sri Lanka,0.02
2011,Yorkshire and The Humber,E12000003,Total,5283733,891,Middle East and Asia,Sri Lanka,0.02
2011,East Midlands,E12000004,Total,4533222,1489,Middle East and Asia,Sri Lanka,0.03
2011,West Midlands,E12000005,Total,5601847,2012,Middle East and Asia,Sri Lanka,0.04
2011,East,E12000006,Total,5846965,3592,Middle East and Asia,Sri Lanka,0.06
2011,London,E12000007,Total,8173941,26138,Middle East and Asia,Sri Lanka,0.32
2011,South East,E12000008,Total,8634750,5245,Middle East and Asia,Sri Lanka,0.06
2011,South West,E12000009,Total,5288935,775,Middle East and Asia,Sri Lanka,0.01
2011,North East,E12000001,Total,2596886,553482,No passport held,No passport held,21.31
2011,North West,E12000002,Total,7052177,1259858,No passport held,No passport held,17.86
2011,Yorkshire and The Humber,E12000003,Total,5283733,1025490,No passport held,No passport held,19.41
2011,East Midlands,E12000004,Total,4533222,919021,No passport held,No passport held,20.27
2011,West Midlands,E12000005,Total,5601847,1149137,No passport held,No passport held,20.51
2011,East,E12000006,Total,5846965,977698,No passport held,No passport held,16.72
2011,London,E12000007,Total,8173941,638343,No passport held,No passport held,7.81
2011,South East,E12000008,Total,8634750,1219067,No passport held,No passport held,14.12
2011,South West,E12000009,Total,5288935,1028436,No passport held,No passport held,19.45
2011,North East,E12000001,Total,2596886,128,The Americas and the Caribbean,Central America,0
2011,North West,E12000002,Total,7052177,644,The Americas and the Caribbean,Central America,0.01
2011,Yorkshire and The Humber,E12000003,Total,5283733,470,The Americas and the Caribbean,Central America,0.01
2011,East Midlands,E12000004,Total,4533222,283,The Americas and the Caribbean,Central America,0.01
2011,West Midlands,E12000005,Total,5601847,361,The Americas and the Caribbean,Central America,0.01
2011,East,E12000006,Total,5846965,543,The Americas and the Caribbean,Central America,0.01
2011,London,E12000007,Total,8173941,2986,The Americas and the Caribbean,Central America,0.04
2011,South East,E12000008,Total,8634750,1050,The Americas and the Caribbean,Central America,0.01
2011,South West,E12000009,Total,5288935,380,The Americas and the Caribbean,Central America,0.01
2011,North East,E12000001,Total,2596886,711,The Americas and the Caribbean,Canada,0.03
2011,North West,E12000002,Total,7052177,2024,The Americas and the Caribbean,Canada,0.03
2011,Yorkshire and The Humber,E12000003,Total,5283733,1381,The Americas and the Caribbean,Canada,0.03
2011,East Midlands,E12000004,Total,4533222,1546,The Americas and the Caribbean,Canada,0.03
2011,West Midlands,E12000005,Total,5601847,1706,The Americas and the Caribbean,Canada,0.03
2011,East,E12000006,Total,5846965,2905,The Americas and the Caribbean,Canada,0.05
2011,London,E12000007,Total,8173941,15081,The Americas and the Caribbean,Canada,0.18
2011,South East,E12000008,Total,8634750,6625,The Americas and the Caribbean,Canada,0.08
2011,South West,E12000009,Total,5288935,2535,The Americas and the Caribbean,Canada,0.05
2011,North East,E12000001,Total,2596886,1778,The Americas and the Caribbean,United States,0.07
2011,North West,E12000002,Total,7052177,5430,The Americas and the Caribbean,United States,0.08
2011,Yorkshire and The Humber,E12000003,Total,5283733,6616,The Americas and the Caribbean,United States,0.13
2011,East Midlands,E12000004,Total,4533222,4949,The Americas and the Caribbean,United States,0.11
2011,West Midlands,E12000005,Total,5601847,3881,The Americas and the Caribbean,United States,0.07
2011,East,E12000006,Total,5846965,25946,The Americas and the Caribbean,United States,0.44
2011,London,E12000007,Total,8173941,48062,The Americas and the Caribbean,United States,0.59
2011,South East,E12000008,Total,8634750,20551,The Americas and the Caribbean,United States,0.24
2011,South West,E12000009,Total,5288935,6794,The Americas and the Caribbean,United States,0.13
2011,North East,E12000001,Total,2596886,433,The Americas and the Caribbean,South America,0.02
2011,North West,E12000002,Total,7052177,1925,The Americas and the Caribbean,South America,0.03
2011,Yorkshire and The Humber,E12000003,Total,5283733,1262,The Americas and the Caribbean,South America,0.02
2011,East Midlands,E12000004,Total,4533222,1251,The Americas and the Caribbean,South America,0.03
2011,West Midlands,E12000005,Total,5601847,1308,The Americas and the Caribbean,South America,0.02
2011,East,E12000006,Total,5846965,3398,The Americas and the Caribbean,South America,0.06
2011,London,E12000007,Total,8173941,36025,The Americas and the Caribbean,South America,0.44
2011,South East,E12000008,Total,8634750,6341,The Americas and the Caribbean,South America,0.07
2011,South West,E12000009,Total,5288935,2932,The Americas and the Caribbean,South America,0.06
2011,North East,E12000001,Total,2596886,102,The Americas and the Caribbean,Jamaica,0
2011,North West,E12000002,Total,7052177,1616,The Americas and the Caribbean,Jamaica,0.02
2011,Yorkshire and The Humber,E12000003,Total,5283733,1042,The Americas and the Caribbean,Jamaica,0.02
2011,East Midlands,E12000004,Total,4533222,1696,The Americas and the Caribbean,Jamaica,0.04
2011,West Midlands,E12000005,Total,5601847,6614,The Americas and the Caribbean,Jamaica,0.12
2011,East,E12000006,Total,5846965,1754,The Americas and the Caribbean,Jamaica,0.03
2011,London,E12000007,Total,8173941,23059,The Americas and the Caribbean,Jamaica,0.28
2011,South East,E12000008,Total,8634750,1614,The Americas and the Caribbean,Jamaica,0.02
2011,South West,E12000009,Total,5288935,1384,The Americas and the Caribbean,Jamaica,0.03
2011,North East,E12000001,Total,2596886,130,The Americas and the Caribbean,Other Caribbean,0.01
2011,North West,E12000002,Total,7052177,737,The Americas and the Caribbean,Other Caribbean,0.01
2011,Yorkshire and The Humber,E12000003,Total,5283733,628,The Americas and the Caribbean,Other Caribbean,0.01
2011,East Midlands,E12000004,Total,4533222,655,The Americas and the Caribbean,Other Caribbean,0.01
2011,West Midlands,E12000005,Total,5601847,853,The Americas and the Caribbean,Other Caribbean,0.02
2011,East,E12000006,Total,5846965,1499,The Americas and the Caribbean,Other Caribbean,0.03
2011,London,E12000007,Total,8173941,8963,The Americas and the Caribbean,Other Caribbean,0.11
2011,South East,E12000008,Total,8634750,2579,The Americas and the Caribbean,Other Caribbean,0.03
2011,South West,E12000009,Total,5288935,806,The Americas and the Caribbean,Other Caribbean,0.02
